Iteration,fit_time,evaluate_time,hit_rate,ndcg
1,3.9344911575317383,0.6462609767913818,0.7182795698924731,0.3229113763501266
2,2.1043972969055176,0.38594841957092285,0.7129032258064516,0.33034327681524844
3,1.800269603729248,0.30011439323425293,0.7462365591397849,0.3848333192083439
4,2.492338180541992,0.3949456214904785,0.8032258064516129,0.435813427422657
5,2.2021126747131348,0.39893460273742676,0.8344086021505376,0.4639467369078902
6,2.399728536605835,0.41291236877441406,0.8365591397849462,0.46825921805432363
7,2.279355525970459,0.3933415412902832,0.843010752688172,0.45948241940823215
8,2.6598899364471436,0.36901283264160156,0.8354838709677419,0.45322368462298745
9,2.211089849472046,0.3759946823120117,0.8301075268817204,0.4419897517803158
10,1.9288840293884277,0.348665714263916,0.8268817204301075,0.4299097691198991
11,1.7640180587768555,0.33310937881469727,0.8247311827956989,0.41492227993425806
12,1.8619723320007324,0.3043935298919678,0.8376344086021505,0.41167110910563837
13,1.7603156566619873,0.29219722747802734,0.8236559139784946,0.41554237826687773
14,1.6944725513458252,0.28324174880981445,0.8204301075268817,0.4047163854736443
15,1.8946433067321777,0.2928578853607178,0.8193548387096774,0.37868598797636044
16,1.8052363395690918,0.29714226722717285,0.8139784946236559,0.3761062037268616
17,1.817044973373413,0.28922581672668457,0.8182795698924731,0.3734535662302819
18,1.8200910091400146,0.3203697204589844,0.8139784946236559,0.36891721476984934
19,2.0812692642211914,0.31033778190612793,0.8064516129032258,0.3659766109554608
20,1.7348690032958984,0.29670166969299316,0.8086021505376344,0.36776715848847197
21,1.8854620456695557,0.2827413082122803,0.8053763440860215,0.3603407771723475
22,1.8515567779541016,0.3056771755218506,0.8053763440860215,0.35859012657205275
23,1.7693431377410889,0.3096044063568115,0.8010752688172043,0.353483943867391
24,2.071958541870117,0.29122209548950195,0.8053763440860215,0.3601683404858269
25,1.8869550228118896,0.31615614891052246,0.8,0.3470640718946737
26,1.7859110832214355,0.31547093391418457,0.8032258064516129,0.3522685111700679
27,1.8308660984039307,0.304424524307251,0.7860215053763441,0.3373933917846731
28,1.750324010848999,0.3759932518005371,0.789247311827957,0.3371531343643353
29,2.1043765544891357,0.30817437171936035,0.8010752688172043,0.3443844900677315
30,2.0535120964050293,0.3759942054748535,0.7967741935483871,0.3452474671892611
31,1.961756706237793,0.30319762229919434,0.7913978494623656,0.3450135413655137
32,2.5810933113098145,0.2962074279785156,0.7924731182795699,0.3527040893324913
33,2.1818113327026367,0.2895820140838623,0.789247311827957,0.3473765631365973
34,1.9158804416656494,0.2822442054748535,0.7946236559139785,0.34883365232740704
35,1.8683197498321533,0.29689455032348633,0.8,0.3560650056071015
36,2.056501865386963,0.30019664764404297,0.789247311827957,0.3447943197837698
37,1.9428074359893799,0.2872314453125,0.7967741935483871,0.35565290358600793
38,1.9696533679962158,0.27663707733154297,0.7881720430107527,0.3519781592787444
39,1.9706087112426758,0.2820618152618408,0.7870967741935484,0.34918982752757405
