Iteration,fit_time,epoch_loss,val_loss,evaluate_time,hit_rate,ndcg
0,89.46016907691956,118.41396597027779,0.8343015313148499,2.4821221828460693,[0.11288805],0.31895108275691325
1,90.97221374511719,40.80721743404865,0.1905689686536789,2.4298954010009766,[0.12126341],0.3444206475917483
2,81.23342275619507,12.85537276044488,0.0967758484184742,2.388005495071411,[0.12504309],0.35367612799314674
3,82.0236976146698,6.940191511064768,0.07060939446091652,2.423727512359619,[0.12877323],0.36724482149619336
4,85.58407258987427,4.597026811912656,0.05731060542166233,2.3485772609710693,[0.12999062],0.3769464073336229
5,86.63677310943604,3.3502651331946254,0.046929506585001945,2.779219627380371,[0.13188728],0.3848023459739306
6,91.03506350517273,2.575448891147971,0.040823617950081825,2.4757003784179688,[0.1337651],0.39187759436186415
7,86.17148232460022,2.0471607726067305,0.035985447466373444,2.4810290336608887,[0.13539876],0.39674425005219394
8,81.41909217834473,1.6641644183546305,0.033112987875938416,2.4008915424346924,[0.13720982],0.401174143336035
9,84.9512403011322,1.373375307302922,0.028447521850466728,7.211716175079346,[0.13880561],0.40443326182560274
10,90.13104820251465,1.1482333238236606,0.025340200401842594,2.311971426010132,[0.14137773],0.4084134926036611
11,84.37254881858826,0.9687691906001419,0.023988591507077217,2.3273823261260986,[0.14247724],0.4102944153736137
12,77.56129145622253,0.8242679603863508,0.021648362278938293,2.3038110733032227,[0.14515641],0.4136489745086604
13,84.99213075637817,0.7048994302749634,0.018680797889828682,2.336336851119995,[0.14734417],0.41571907153172694
14,76.7354667186737,0.6063947461079806,0.016744445078074932,2.2403106689453125,[0.14913484],0.4185333742813831
15,101.89349031448364,0.5239016192499548,0.014878148678690195,3.0618691444396973,[0.15028909],0.42059606875658306
16,78.36322736740112,0.45428457390516996,0.013976437970995903,2.300107002258301,[0.15145623],0.4222392604356342
17,76.73544144630432,0.39568564540240914,0.013510100077837706,2.2797014713287354,[0.15276812],0.4239867558974608
18,83.28948307037354,0.3456056892173365,0.011207734700292349,3.1476731300354004,[0.15435046],0.42575747796800856
19,87.67264723777771,0.30252360249869525,0.011143166571855545,2.255795478820801,[0.15500583],0.4271950755241979
20,76.62568926811218,0.26570632215589285,0.010775530245155096,2.2551980018615723,[0.15549275],0.42852157572146715
21,77.2775387763977,0.2334053085069172,0.008755320683121681,2.3108630180358887,[0.156061],0.429621643757822
22,76.36483311653137,0.20556420349748805,0.00875564874149859,2.2849671840667725,[0.15665856],0.4306979514945173
23,76.21501803398132,0.18158837588271126,0.00781289767473936,2.2410988807678223,[0.15708547],0.43139677881480687
24,75.53537321090698,0.16053839086089283,0.007207613904029131,2.2714457511901855,[0.15760247],0.43194085112540553
25,76.23788022994995,0.14215625275392085,0.006584990536794066,2.293522596359253,[0.15759052],0.43207825475411854
26,75.67903780937195,0.1259554743010085,0.005585001083090901,2.274340867996216,[0.15877859],0.432250148831396
27,76.14215683937073,0.11174639721866697,0.0055688966531306505,2.272531032562256,[0.15898235],0.43292789005459376
28,75.5492959022522,0.09928447447600774,0.005354772787541151,2.269767999649048,[0.15888569],0.4336871588797136
29,77.38410592079163,0.08835681318305433,0.00588361278641969,2.3217546939849854,[0.15942197],0.4341305948002383
30,76.19228649139404,0.07846817284007557,0.005775179248303175,2.25907301902771,[0.15893316],0.43449200633359314
31,75.80071115493774,0.0698631191480672,0.004335540463216603,2.262871503829956,[0.15951247],0.4352606614383937
32,76.3139169216156,0.06231979321455583,0.004848091164603829,2.3911404609680176,[0.15986977],0.43485717836472415
33,84.17296624183655,0.055612252617720515,0.003925904864445329,2.182004928588867,[0.16015306],0.43499987227561004
34,75.45602297782898,0.0496031667717034,0.004112469614483416,2.463953971862793,[0.16035779],0.4347590473732464
35,76.31740498542786,0.04435899051895831,0.003474554163403809,2.2377591133117676,[0.16069699],0.43504620707908076
36,76.0920569896698,0.03963806267711334,0.0029504175763577223,2.267605781555176,[0.1609398],0.4347919681616096
37,75.57249331474304,0.035467042194795795,0.0035418602637946606,2.3030407428741455,[0.16166807],0.43549225269857456
38,75.31573557853699,0.03174421814037487,0.0036126732593402267,2.2840256690979004,[0.16193027],0.4358790715941473
39,76.48574733734131,0.028428949975932483,0.0037096073501743376,2.311168670654297,[0.1624123],0.4367165819413217
40,76.81073307991028,0.025494188281300012,0.0023631855729036033,2.2255947589874268,[0.16277077],0.43665315780469777
41,93.5168297290802,0.022849481538287364,0.0036451295018196106,3.2242138385772705,[0.16331879],0.4370343084125775
42,75.65018510818481,0.02049277517653536,0.0022474266588687897,2.270310401916504,[0.16329212],0.43673592843958436
43,75.83443117141724,0.01841982936821296,0.0021725674741901457,2.188472032546997,[0.16383219],0.4367011335242159
44,76.28330612182617,0.01654897252228693,0.0021151332766748965,2.2461495399475098,[0.16384497],0.43640076864883054
45,76.44508171081543,0.014857736365229357,0.0019286829920019954,2.274675130844116,[0.16362722],0.43677972496855405
46,75.7276451587677,0.013363283531361958,0.0028956832829862833,2.243319272994995,[0.16443838],0.43702723923749986
47,76.68811893463135,0.012012796662020264,0.0025146249099634588,2.5924477577209473,[0.16487135],0.4374782627270001
48,75.91539287567139,0.010800416235724697,0.002397111034952104,2.3387677669525146,[0.16517117],0.4370373121759337
49,75.40799355506897,0.009721150136101642,0.0016994612524285913,2.2780728340148926,[0.16558774],0.4370393861078982
50,76.66306328773499,0.00876143665118434,0.0027876810636371374,2.310831308364868,[0.16552058],0.4366251347852731
51,76.5841634273529,0.007910645474112243,0.001576361566549167,2.1892776489257812,[0.16600832],0.4368318810711333
52,75.42893433570862,0.007125618496502284,0.0015363109996542335,2.267178535461426,[0.16606096],0.4368563980426356
53,75.61132884025574,0.00642650621739449,0.0015056231059134007,2.2574808597564697,[0.16639595],0.43693161422826754
54,76.32199430465698,0.005818318881210871,0.001448218448786065,2.306051254272461,[0.1662705],0.4366354041937313
55,76.02348017692566,0.00523904677174869,0.002102153899613768,2.246006727218628,[0.1665832],0.43668233066463313
56,75.87420201301575,0.004737776572255825,0.0013558574573835358,2.280754327774048,[0.16709233],0.4369880901434433
57,76.7581992149353,0.004283236025003134,0.00161012978060171,2.2197177410125732,[0.16724128],0.437223147982697
58,75.81161618232727,0.0038757143793191062,0.0019124939572066069,2.26840877532959,[0.16757319],0.43707056320080406
59,76.51295447349548,0.003511968309794611,0.0022026173101039603,2.254283905029297,[0.16737431],0.4366895270736443
60,75.77417850494385,0.003182685585670697,0.001226905980729498,2.295102119445801,[0.16728298],0.43657520054959315
61,75.91090059280396,0.002887892891521915,0.0019109227578155696,2.314603805541992,[0.16729712],0.4364575399217761
62,77.63657355308533,0.002618649928990635,0.0012406212335918099,2.320631980895996,[0.16737441],0.4361543743690637
63,76.44921898841858,0.0023775309455231763,0.0011399246723158285,2.7668445110321045,[0.16782871],0.43613572691724584
64,93.76239919662476,0.0021590952082988224,0.001800703874323517,2.3263137340545654,[0.16818049],0.43641465134968854
65,86.38757014274597,0.0019613998438217095,0.0014498158707283437,2.9167511463165283,[0.16845427],0.4366112373202283
66,90.91825318336487,0.0017861910423562222,0.0017390430730301887,2.191213369369507,[0.16867107],0.4367526284267251
67,75.76733946800232,0.001627382648166531,0.001077318644092884,2.25704288482666,[0.16874657],0.43673441431846544
68,75.76683735847473,0.0014848073979010223,0.0013509968994185328,2.2625861167907715,[0.16861806],0.4365294439230717
69,76.49325203895569,0.0013555055552387785,0.00107741508691106,2.3179543018341064,[0.1683099],0.4357379041291717
70,76.32237482070923,0.0012364280532892735,0.0016754046373534948,2.323824644088745,[0.16869499],0.4363716474560993
