Iteration,fit_time,loss,evaluate_time,recall,ndcg,precision
0,0.0,0.0,0.0,[0.07872872],[0.05686601],[0.02450934]
1,715.58806681633,,31.877729415893555,[0.00094547],[0.00065159],[0.0003098]
2,710.734171628952,,27.08110237121582,[0.00094547],[0.00065159],[0.0003098]
3,720.4496114253998,,32.04786562919617,[0.00094547],[0.00065159],[0.0003098]
4,709.3529913425446,,31.76159977912903,[0.00094547],[0.00065159],[0.0003098]
5,701.4884564876556,,30.77584409713745,[0.00094547],[0.00065159],[0.0003098]
6,718.9883818626404,,31.52032446861267,[0.00094547],[0.00065159],[0.0003098]
7,710.4994311332703,,32.15516996383667,[0.00094547],[0.00065159],[0.0003098]
