Iteration,fit_time,evaluate_time,hit_rate,ndcg
0,1.8540740013122559,0.07978558540344238,0.10498409331919406,0.05159852407442905
1,1.5986979007720947,0.06682038307189941,0.18451749734888653,0.13698216284153378
2,1.5368998050689697,0.07085323333740234,0.2205726405090138,0.174383349242253
3,1.5916945934295654,0.06183600425720215,0.22163308589607636,0.17234139399801868
4,1.574786901473999,0.0718080997467041,0.2110286320254507,0.16525206947374715
5,1.604712963104248,0.061832427978515625,0.21208907741251326,0.16588671191378856
6,1.745340347290039,0.0648202896118164,0.2067868504772004,0.16165723560361409
7,2.3048410415649414,0.06582283973693848,0.21845174973488865,0.1720614321918774
8,1.7543108463287354,0.10472416877746582,0.22481442205726404,0.17692444683829375
9,2.2599663734436035,0.06980729103088379,0.23647932131495228,0.19203369095529693
10,2.62996768951416,0.11768579483032227,0.24814422057264052,0.2017582893131595
11,2.582098960876465,0.11370396614074707,0.26299045599151644,0.21497055343660648
12,2.1761739253997803,0.09474635124206543,0.2799575821845175,0.2316648353660161
13,1.8879530429840088,0.07779359817504883,0.2788971367974549,0.23293511042377216
14,1.6605591773986816,0.08676862716674805,0.2799575821845175,0.23505202144928888
15,1.6097815036773682,0.08071088790893555,0.2873806998939555,0.24120138403097238
16,1.568795919418335,0.06482529640197754,0.2873806998939555,0.2395804072212118
17,1.5598318576812744,0.08791589736938477,0.28844114528101805,0.24014312792123985
18,1.7800898551940918,0.07679319381713867,0.28525980911983034,0.23851679235456352
19,1.717498540878296,0.07171821594238281,0.29056203605514314,0.24168629666926847
20,1.5249249935150146,0.07579874992370605,0.2948038176033934,0.243644703565571
21,1.6436054706573486,0.08178019523620605,0.295864262990456,0.2454121125440086
22,1.5588369369506836,0.07878518104553223,0.2948038176033934,0.2439035338374023
23,1.553847074508667,0.07280588150024414,0.29374337221633084,0.24507538999331088
24,1.5159499645233154,0.07381010055541992,0.2948038176033934,0.24619258985959008
25,1.6066970825195312,0.07978606224060059,0.29692470837751855,0.24838918363525153
26,1.5917437076568604,0.07779407501220703,0.2979851537645811,0.2498410078626413
27,1.7135441303253174,0.08763933181762695,0.3022269353128314,0.25243527576333824
28,1.6795103549957275,0.09275293350219727,0.3022269353128314,0.2523640749565619
29,1.5907466411590576,0.07383394241333008,0.30328738069989397,0.2534690580538383
30,1.664517879486084,0.07382535934448242,0.3054082714740191,0.2567919900729389
31,1.4530928134918213,0.07181239128112793,0.30434782608695654,0.2561698678602603
32,2.19612717628479,0.11868071556091309,0.30328738069989397,0.256557605581366
33,2.692802667617798,0.12466621398925781,0.3054082714740191,0.25791477828489956
34,2.2280449867248535,0.1077120304107666,0.30116648992576883,0.2556640909469873
35,2.1731903553009033,0.09974288940429688,0.3022269353128314,0.2567245363340498
36,2.1233785152435303,0.10166454315185547,0.3022269353128314,0.25730170336163777
37,2.1622207164764404,0.1216740608215332,0.3054082714740191,0.26189696670557555
38,2.2878847122192383,0.1356370449066162,0.3022269353128314,0.2594604911804026
39,2.069467067718506,0.10372495651245117,0.30858960763520676,0.26352553183080907
40,2.1402792930603027,0.11768507957458496,0.30858960763520676,0.264691517308939
41,2.2819013595581055,0.10172820091247559,0.3054082714740191,0.26143666742354493
42,2.1751837730407715,0.09474849700927734,0.3075291622481442,0.26270947038801795
43,2.1143460273742676,0.10571694374084473,0.3064687168610817,0.2613274205458174
44,2.267937421798706,0.1156919002532959,0.3064687168610817,0.26195182312356907
45,1.6126880645751953,0.07380461692810059,0.3054082714740191,0.2635507327379401
46,1.845069169998169,0.08078312873840332,0.3075291622481442,0.26565631610896684
47,1.6486222743988037,0.06978154182434082,0.3064687168610817,0.264065648028373
48,1.5089683532714844,0.07879209518432617,0.30858960763520676,0.2655828023847605
49,1.5797741413116455,0.0780172348022461,0.3075291622481442,0.2645223569976979
50,1.698232650756836,0.15259242057800293,0.30858960763520676,0.26558280238476056
51,1.6456019878387451,0.07679462432861328,0.3117709437963945,0.26937333194039714
52,2.0475263595581055,0.10272645950317383,0.3107104984093319,0.2683128865533346
53,1.7918758392333984,0.07878875732421875,0.31283138918345704,0.2715827377647972
54,1.6585700511932373,0.07879424095153809,0.31283138918345704,0.27097900134705954
55,1.541870355606079,0.06682085990905762,0.3107104984093319,0.2687791398720166
56,1.6755223274230957,0.07579588890075684,0.31601272534464475,0.27335545469363454
