Iteration,fit_time,loss,evaluate_time,recall,ndcg,precision
0,0.0,0.0,0.0,[0.00054717],[0.00038727],[0.00016578]
1,40.005462408065796,0.5483316451010077,8.49347710609436,[0.08796519],[0.07555223],[0.028309]
2,60.78103828430176,0.2122748461034563,9.163026332855225,[0.11093654],[0.09323283],[0.03480809]
3,56.639403104782104,0.1019965335726738,9.51193904876709,[0.11773058],[0.10012356],[0.03692143]
4,44.29061937332153,0.07318377344295232,9.236696243286133,[0.1227822],[0.10463841],[0.03840847]
5,58.4868049621582,0.05994142479065693,8.420674800872803,[0.12589203],[0.1077949],[0.03936968]
6,56.31340980529785,0.05185990404300015,8.419914245605469,[0.12862931],[0.11017009],[0.04017349]
7,57.01553535461426,0.04639404568106237,9.437355518341064,[0.13109743],[0.11234542],[0.04080983]
8,53.21623420715332,0.042938569579461607,9.337053537368774,[0.13365664],[0.11423568],[0.04152823]
9,50.965084075927734,0.03942151002661146,8.452186346054077,[0.13581541],[0.11579536],[0.04208085]
10,60.60379385948181,0.03665821583508843,9.44559907913208,[0.13789586],[0.11736118],[0.04264686]
11,51.14717411994934,0.03432854283789192,8.422740936279297,[0.139385],[0.11870627],[0.04310403]
12,53.34741020202637,0.03227314590053125,9.478338718414307,[0.14092647],[0.11982547],[0.04353105]
13,58.77278661727905,0.030128710047163144,8.431959390640259,[0.14206183],[0.12083326],[0.04382578]
14,52.66962718963623,0.02922422324090895,9.487585067749023,[0.14352041],[0.12196559],[0.04418916]
15,54.644615650177,0.027789569751481818,9.651556968688965,[0.14505474],[0.12293773],[0.04453915]
16,52.148332357406616,0.026467734665581673,8.469969987869263,[0.14550097],[0.12335372],[0.04468484]
17,56.521535873413086,0.025097040139665506,8.697413921356201,[0.14666295],[0.12430242],[0.04494775]
18,60.76223659515381,0.024172284179414163,9.46589994430542,[0.14711752],[0.12490799],[0.04510182]
19,46.196797132492065,0.023203214009602863,9.604376077651978,[0.14815797],[0.12551488],[0.04536473]
20,53.20687556266785,0.02201282266866077,9.33365774154663,[0.14880431],[0.12604324],[0.04549869]
21,59.517678022384644,0.021617890025178593,8.59999704360962,[0.14965726],[0.12671616],[0.04571137]
22,57.762500286102295,0.02091183349715941,9.595917463302612,[0.15043676],[0.12745359],[0.04587213]
23,54.77334523200989,0.02014624449716072,9.633654594421387,[0.1515968],[0.12810612],[0.04624054]
24,46.4904088973999,0.019322004545517642,7.829535961151123,[0.15162785],[0.12874713],[0.04618528]
25,60.71697211265564,0.018747312101450832,9.142166137695312,[0.15234579],[0.12931033],[0.04639962]
26,60.41471982002258,0.018269494147689053,9.749079465866089,[0.15270715],[0.12977625],[0.04651852]
27,34.81508111953735,0.01737085823910405,9.395603656768799,[0.15309548],[0.13015211],[0.04655201]
28,59.74687361717224,0.017107389284053233,8.620302200317383,[0.15347264],[0.13053396],[0.04665416]
29,60.639543771743774,0.016775230030444534,8.537574052810669,[0.1539729],[0.13094291],[0.04679483]
30,55.81426429748535,0.016099007019415648,9.384960412979126,[0.15425075],[0.1311589],[0.04689028]
31,53.12510013580322,0.015645887843812958,9.367029905319214,[0.15394578],[0.13112271],[0.04678981]
32,51.91271114349365,0.015407719592930693,8.299173593521118,[0.15443124],[0.1313455],[0.04690535]
33,60.63272714614868,0.015159899086663218,9.58507776260376,[0.15448026],[0.13145925],[0.04699411]
34,53.74600553512573,0.014338357571625349,9.479437828063965,[0.15479069],[0.13196296],[0.04707784]
35,47.9160852432251,0.013973639092662117,9.410982847213745,[0.15501341],[0.1324351],[0.0472118]
36,60.08245635032654,0.013921810088284088,8.994359016418457,[0.15547631],[0.1326394],[0.04735414]
37,53.05010652542114,0.013406211604373624,9.438058376312256,[0.1552783],[0.13276308],[0.04734577]
38,53.77813386917114,0.013056026066117214,9.532451629638672,[0.15571398],[0.1329776],[0.04741108]
39,54.45281910896301,0.012886033459293723,9.102590322494507,[0.15571248],[0.13286661],[0.04739936]
40,53.425960540771484,0.012625972429911295,9.182666301727295,[0.15620212],[0.13313415],[0.04749481]
41,59.57817220687866,0.012310555392895082,9.48685073852539,[0.15669653],[0.13349325],[0.04763045]
42,48.76359820365906,0.011910700878937436,8.690563917160034,[0.15691308],[0.133795],[0.04776944]
43,54.4256489276886,0.011582891127527362,9.162139654159546,[0.15755057],[0.13425304],[0.04796202]
44,60.71296834945679,0.011482238976491822,9.109472513198853,[0.15763206],[0.13425724],[0.04801561]
45,48.98332452774048,0.011104080684934601,9.348435878753662,[0.15753431],[0.13426238],[0.04795867]
46,53.24517035484314,0.010899852415678478,9.390541076660156,[0.15783842],[0.13445821],[0.04798714]
47,58.50879454612732,0.010764378602757599,8.080313682556152,[0.15774552],[0.13458997],[0.04797374]
48,60.34862160682678,0.010767248882488771,9.205443143844604,[0.1579944],[0.13461805],[0.04806082]
49,57.15244174003601,0.010506434469587274,9.5120530128479,[0.1578543],[0.13454058],[0.04809096]
50,39.28810930252075,0.010277104714527877,8.669106483459473,[0.15821641],[0.13461565],[0.04813953]
51,60.67736315727234,0.009931029615491027,9.140817165374756,[0.15778717],[0.13453319],[0.04806082]
52,60.20980668067932,0.009631426478124629,9.686068296432495,[0.15818065],[0.13469476],[0.04813115]
53,39.61539936065674,0.00944589777388657,9.521027326583862,[0.15791071],[0.13473948],[0.04813785]
54,58.72521090507507,0.009504977477281684,8.58606243133545,[0.15853925],[0.13497078],[0.04829861]
55,58.94272494316101,0.00942865831100128,8.662326097488403,[0.1588832],[0.1350991],[0.04834885]
56,57.21722769737244,0.009138941539056374,9.654757261276245,[0.15867199],[0.13501084],[0.04829861]
57,53.11331534385681,0.009219643396485334,9.421452045440674,[0.15914282],[0.13543824],[0.04842588]
58,50.70606470108032,0.008631103770863829,8.800666332244873,[0.15928467],[0.13543795],[0.04839574]
59,60.711599349975586,0.008826416249227042,9.631640434265137,[0.15875222],[0.13518768],[0.04827182]
